id,year_month,variable,value,monthly_screen_time,app_to_screen_ratio
AS14.16,2014-05,appCat.utilities,13.048,5207.1140003204355,0.0025058026383130948
AS14.17,2014-03,appCat.builtin,27721.534,68269.15200543404,0.4060623749624639
AS14.17,2014-03,appCat.communication,37701.696,68269.15200543404,0.5522508320741856
AS14.17,2014-03,appCat.entertainment,16481.404,68269.15200543404,0.24141802726197806
AS14.17,2014-03,appCat.finance,21.08,68269.15200543404,0.0003087778210328742
AS14.17,2014-03,appCat.office,348.649,68269.15200543404,0.005106977159643766
AS14.17,2014-03,appCat.other,1419.803,68269.15200543404,0.020797138360338616
AS14.17,2014-03,appCat.social,17671.484,68269.15200543404,0.25885020512036533
AS14.17,2014-03,appCat.travel,9933.020999999999,68269.15200543404,0.1454979402587183
AS14.17,2014-03,appCat.utilities,259.666,68269.15200543404,0.0038035626981177575
AS14.17,2014-04,appCat.builtin,57803.443,172473.85700201988,0.3351432153530552
AS14.17,2014-04,appCat.communication,72769.186,172473.85700201988,0.421914296258521
AS14.17,2014-04,appCat.entertainment,46345.798,172473.85700201988,0.26871201703025194
AS14.17,2014-04,appCat.finance,60.552,172473.85700201988,0.0003510792942914871
AS14.17,2014-04,appCat.game,2562.907,172473.85700201988,0.014859683922821911
AS14.17,2014-04,appCat.office,3510.425,172473.85700201988,0.02035337448248107
AS14.17,2014-04,appCat.other,3028.396,172473.85700201988,0.017558579906777026
